repo,tool,gt_imp_july,gt_imp_now,gt_impT_july,gt_impT_now,gt_all_july,gt_all_now,gt_counts_ok,july_n_all_raw,now_gt_all_tsv_lines,july_scores,now_main,now_main_empty,now_warm_cache,emptymain_source,verdict
kkyr__fig,syft,3,3,3,3,8,8,yes,9,8,7/1/1/3/5/0/3/5/0,7/1/1/3/5/0/3/5/0,,,no,match
kkyr__fig,trivy,3,3,3,3,8,8,yes,9,8,8/2/0/3/7/0/3/7/0,8/2/0/3/7/0/3/7/0,,,no,match
kkyr__fig,cdxgen,3,3,3,3,8,8,yes,9,8,3/1/5/3/1/0/3/1/0,3/1/5/3/1/0/3/1/0,,,no,match
kkyr__fig,cyclonedx-gomod,3,3,3,3,8,8,yes,9,8,3/0/5/3/0/0/3/0/0,3/0/5/3/0/0/3/0/0,,,no,match
knadh__koanf,syft,4,4,4,4,221,221,yes,222,221,146/39/75/4/181/0/4/181/0,146/39/75/4/181/0/4/181/0,,,no,match
knadh__koanf,trivy,4,4,4,4,221,221,yes,222,221,122/28/99/4/146/0/4/146/0,122/28/99/4/146/0/4/146/0,,,no,match
knadh__koanf,cdxgen,4,4,4,4,221,221,yes,222,221,NA,NA,,,no,match
knadh__koanf,cyclonedx-gomod,4,4,4,4,221,221,yes,222,221,98/0/123/4/94/0/4/94/0,98/0/123/4/94/0/4/94/0,,,no,match
knbr13__gitcs,syft,27,27,27,27,57,57,yes,58,57,47/0/10/27/20/0/27/20/0,47/0/10/27/20/0/27/20/0,,,no,match
knbr13__gitcs,trivy,27,27,27,27,57,57,yes,58,57,28/0/29/27/1/0/27/1/0,28/0/29/27/1/0/27/1/0,,,no,match
knbr13__gitcs,cdxgen,27,27,27,27,57,57,yes,58,57,27/0/30/27/0/0/27/0/0,27/0/30/27/0/0/27/0/0,,,no,match
knbr13__gitcs,cyclonedx-gomod,27,27,27,27,57,57,yes,58,57,28/0/29/27/1/0/27/1/0,28/0/29/27/1/0/27/1/0,,,no,match
knights-analytics__hugot,syft,24,24,24,24,93,93,yes,94,93,57/0/36/24/33/0/24/33/0,57/0/36/24/33/0/24/33/0,,,no,match
knights-analytics__hugot,trivy,24,24,24,24,93,93,yes,94,93,29/0/64/24/5/0/24/5/0,29/0/64/24/5/0/24/5/0,,,no,match
knights-analytics__hugot,cdxgen,24,24,24,24,93,93,yes,94,93,24/0/69/24/0/0/24/0/0,24/0/69/24/0/0/24/0/0,,,no,match
knights-analytics__hugot,cyclonedx-gomod,24,24,24,24,93,93,yes,94,93,29/0/64/24/5/0/24/5/0,29/0/64/24/5/0/24/5/0,,,no,match
knq__chromedp,syft,6,6,8,8,9,9,yes,10,9,9/0/0/6/3/0/8/1/0,9/0/0/6/3/0/8/1/0,,,no,match
knq__chromedp,trivy,6,6,8,8,9,9,yes,10,9,9/0/0/6/3/0/8/1/0,9/0/0/6/3/0/8/1/0,,,no,match
knq__chromedp,cdxgen,6,6,8,8,9,9,yes,10,9,6/0/3/6/0/0/6/0/2,6/0/3/6/0/0/6/0/2,,,no,match
knq__chromedp,cyclonedx-gomod,6,6,8,8,9,9,yes,10,9,7/0/2/6/1/0/6/1/2,7/0/2/6/1/0/6/1/2,,,no,match
knq__xo,syft,33,33,33,33,79,79,yes,80,79,52/0/27/33/19/0/33/19/0,52/0/27/33/19/0/33/19/0,,,no,match
knq__xo,trivy,33,33,33,33,79,79,yes,80,79,33/0/46/33/0/0/33/0/0,33/0/46/33/0/0/33/0/0,,,no,match
knq__xo,cdxgen,33,33,33,33,79,79,yes,80,79,33/0/46/33/0/0/33/0/0,33/0/46/33/0/0/33/0/0,,,no,match
knq__xo,cyclonedx-gomod,33,33,33,33,79,79,yes,80,79,33/0/46/33/0/0/33/0/0,33/0/46/33/0/0/33/0/0,,,no,match
koffeinsource__go-imgur,syft,4,4,8,8,14,14,yes,15,14,9/0/5/4/5/0/8/1/0,9/0/5/4/5/0/8/1/0,,,no,match
koffeinsource__go-imgur,trivy,4,4,8,8,14,14,yes,15,14,14/0/0/4/10/0/8/6/0,14/0/0/4/10/0/8/6/0,,,no,match
koffeinsource__go-imgur,cdxgen,4,4,8,8,14,14,yes,15,14,4/0/10/4/0/0/4/0/4,4/0/10/4/0/0/4/0/4,,,no,match
koffeinsource__go-imgur,cyclonedx-gomod,4,4,8,8,14,14,yes,15,14,4/0/10/4/0/0/4/0/4,4/0/10/4/0/0/4/0/4,,,no,match
koss-null__FuncFrog,syft,1,1,5,5,18,18,yes,19,18,9/0/9/1/8/0/5/4/0,9/0/9/1/8/0/5/4/0,,,no,match
koss-null__FuncFrog,trivy,1,1,5,5,18,18,yes,19,18,8/0/10/1/7/0/5/3/0,8/0/10/1/7/0/5/3/0,,,no,match
koss-null__FuncFrog,cdxgen,1,1,5,5,18,18,yes,19,18,1/0/17/1/0/0/1/0/4,1/0/17/1/0/0/1/0/4,,,no,match
koss-null__FuncFrog,cyclonedx-gomod,1,1,5,5,18,18,yes,19,18,1/0/17/1/0/0/1/0/4,1/0/17/1/0/0/1/0/4,,,no,match
kpango__glg,syft,2,2,6,6,14,14,yes,15,14,11/0/3/2/9/0/6/5/0,11/0/3/2/9/0/6/5/0,,,no,match
kpango__glg,trivy,2,2,6,6,14,14,yes,15,14,6/0/8/2/4/0/6/0/0,6/0/8/2/4/0/6/0/0,,,no,match
kpango__glg,cdxgen,2,2,6,6,14,14,yes,15,14,2/0/12/2/0/0/2/0/4,2/0/12/2/0/0/2/0/4,,,no,match
kpango__glg,cyclonedx-gomod,2,2,6,6,14,14,yes,15,14,2/0/12/2/0/0/2/0/4,2/0/12/2/0/0/2/0/4,,,no,match
kpfaulkner__borders,syft,1,1,1,1,2,2,yes,3,2,1/0/1/1/0/0/1/0/0,1/0/1/1/0/0/1/0/0,,,no,match
kpfaulkner__borders,trivy,1,1,1,1,2,2,yes,3,2,1/0/1/1/0/0/1/0/0,1/0/1/1/0/0/1/0/0,,,no,match
kpfaulkner__borders,cdxgen,1,1,1,1,2,2,yes,3,2,1/0/1/1/0/0/1/0/0,1/0/1/1/0/0/1/0/0,,,no,match
kpfaulkner__borders,cyclonedx-gomod,1,1,1,1,2,2,yes,3,2,1/0/1/1/0/0/1/0/0,1/0/1/1/0/0/1/0/0,,,no,match
krayzpipes__cronticker,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
krayzpipes__cronticker,trivy,1,1,1,1,1,1,yes,2,1,1/1/0/1/1/0/1/1/0,1/1/0/1/1/0/1/1/0,,,no,match
krayzpipes__cronticker,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
krayzpipes__cronticker,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
krotik__dudeldu,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
krotik__dudeldu,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
krotik__dudeldu,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
krotik__dudeldu,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
krotik__ecal,syft,1,1,1,1,1,1,yes,2,1,1/3/0/1/3/0/1/3/0,1/3/0/1/3/0/1/3/0,,,no,match
krotik__ecal,trivy,1,1,1,1,1,1,yes,2,1,1/3/0/1/3/0/1/3/0,1/3/0/1/3/0/1/3/0,,,no,match
krotik__ecal,cdxgen,1,1,1,1,1,1,yes,2,1,1/2/0/1/2/0/1/2/0,1/2/0/1/2/0/1/2/0,,,no,match
krotik__ecal,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
krotik__eliasdb,syft,3,3,3,3,3,3,yes,4,3,3/0/0/3/0/0/3/0/0,3/0/0/3/0/0/3/0/0,,,no,match
krotik__eliasdb,trivy,3,3,3,3,3,3,yes,4,3,3/0/0/3/0/0/3/0/0,3/0/0/3/0/0/3/0/0,,,no,match
krotik__eliasdb,cdxgen,3,3,3,3,3,3,yes,4,3,3/0/0/3/0/0/3/0/0,3/0/0/3/0/0/3/0/0,,,no,match
krotik__eliasdb,cyclonedx-gomod,3,3,3,3,3,3,yes,4,3,3/0/0/3/0/0/3/0/0,3/0/0/3/0/0/3/0/0,,,no,match
kslamph__tronlib,syft,17,17,21,21,201,201,yes,202,201,38/0/163/17/21/0/21/17/0,38/0/163/17/21/0/21/17/0,,,no,match
kslamph__tronlib,trivy,17,17,21,21,201,201,yes,202,201,23/0/178/17/6/0/21/2/0,23/0/178/17/6/0/21/2/0,,,no,match
kslamph__tronlib,cdxgen,17,17,21,21,201,201,yes,202,201,17/0/184/17/0/0/17/0/4,17/0/184/17/0/0/17/0/4,,,no,match
kslamph__tronlib,cyclonedx-gomod,17,17,21,21,201,201,yes,202,201,17/0/184/17/0/0/17/0/4,17/0/184/17/0/0/17/0/4,,,no,match
kubernetes-sigs__kind,syft,11,11,11,11,23,23,yes,24,23,20/388/3/11/397/0/11/397/0,20/388/3/11/397/0/11/397/0,,,no,match
kubernetes-sigs__kind,trivy,11,11,11,11,23,23,yes,24,23,20/387/3/11/396/0/11/396/0,20/387/3/11/396/0/11/396/0,,,no,match
kubernetes-sigs__kind,cdxgen,11,11,11,11,23,23,yes,24,23,18/384/5/11/391/0/11/391/0,18/384/5/11/391/0/11/391/0,,,no,match
kubernetes-sigs__kind,cyclonedx-gomod,11,11,11,11,23,23,yes,24,23,12/0/11/11/1/0/11/1/0,12/0/11/11/1/0/11/1/0,,,no,match
kubernetes__kubernetes,syft,195,195,195,195,0,0,yes,0,0,0/466/0/195/271/0/195/271/0,0/466/0/195/271/0/195/271/0,,,no,july_unavailable
kubernetes__kubernetes,trivy,195,195,195,195,0,0,yes,0,0,0/429/0/195/234/0/195/234/0,0/429/0/195/234/0/195/234/0,,,no,july_unavailable
kubernetes__kubernetes,cdxgen,195,195,195,195,0,0,yes,0,0,0/220/0/195/25/0/195/25/0,0/220/0/195/25/0/195/25/0,,,no,july_unavailable
kubernetes__kubernetes,cyclonedx-gomod,195,195,195,195,0,0,yes,0,0,NA,NA,,,no,july_unavailable
kubernetes__minikube,syft,219,219,222,222,528,528,yes,529,528,280/36/248/219/97/0/222/94/0,280/36/248/219/97/0/222/94/0,,,no,match
kubernetes__minikube,trivy,219,219,222,222,528,528,yes,529,528,250/26/278/219/57/0/222/54/0,250/26/278/219/57/0/222/54/0,,,no,match
kubernetes__minikube,cdxgen,219,219,222,222,528,528,yes,529,528,227/20/301/219/28/0/219/28/3,227/20/301/219/28/0/219/28/3,,,no,match
kubernetes__minikube,cyclonedx-gomod,219,219,222,222,528,528,yes,529,528,229/0/299/214/15/5/214/15/8,229/0/299/214/15/5/214/15/8,,,no,match
kubevela__kubevela,syft,284,284,289,289,828,828,yes,829,828,367/2/461/282/87/2/287/82/2,367/2/461/282/87/2/287/82/2,,,no,match
kubevela__kubevela,trivy,284,284,289,289,828,828,yes,829,828,299/2/529/282/19/2/287/14/2,299/2/529/282/19/2/287/14/2,,,no,match
kubevela__kubevela,cdxgen,284,284,289,289,828,828,yes,829,828,284/0/544/284/0/0/284/0/5,284/0/544/284/0/0/284/0/5,,,no,match
kubevela__kubevela,cyclonedx-gomod,284,284,289,289,828,828,yes,829,828,288/2/540/279/11/5/279/11/10,288/2/540/279/11/5/279/11/10,,,no,match
kyoh86__richgo,syft,7,7,11,11,13,13,yes,14,13,12/0/1/7/5/0/11/1/0,12/0/1/7/5/0/11/1/0,,,no,match
kyoh86__richgo,trivy,7,7,11,11,13,13,yes,14,13,11/0/2/7/4/0/11/0/0,11/0/2/7/4/0/11/0/0,,,no,match
kyoh86__richgo,cdxgen,7,7,11,11,13,13,yes,14,13,7/0/6/7/0/0/7/0/4,7/0/6/7/0/0/7/0/4,,,no,match
kyoh86__richgo,cyclonedx-gomod,7,7,11,11,13,13,yes,14,13,7/0/6/7/0/0/7/0/4,7/0/6/7/0/0/7/0/4,,,no,match
kyuff__anchor,syft,1,1,1,1,10,10,yes,11,10,6/0/4/1/5/0/1/5/0,6/0/4/1/5/0/1/5/0,,,no,match
kyuff__anchor,trivy,1,1,1,1,10,10,yes,11,10,4/0/6/1/3/0/1/3/0,4/0/6/1/3/0/1/3/0,,,no,match
kyuff__anchor,cdxgen,1,1,1,1,10,10,yes,11,10,1/0/9/1/0/0/1/0/0,1/0/9/1/0/0/1/0/0,,,no,match
kyuff__anchor,cyclonedx-gomod,1,1,1,1,10,10,yes,11,10,4/0/6/1/3/0/1/3/0,4/0/6/1/3/0/1/3/0,,,no,match
labstack__echo,syft,1,1,7,7,15,15,yes,16,15,8/0/7/1/7/0/7/1/0,8/0/7/1/7/0/7/1/0,,,no,match
labstack__echo,trivy,1,1,7,7,15,15,yes,16,15,7/0/8/1/6/0/7/0/0,7/0/8/1/6/0/7/0/0,,,no,match
labstack__echo,cdxgen,1,1,7,7,15,15,yes,16,15,1/0/14/1/0/0/1/0/6,1/0/14/1/0/0/1/0/6,,,no,match
labstack__echo,cyclonedx-gomod,1,1,7,7,15,15,yes,16,15,1/0/14/1/0/0/1/0/6,1/0/14/1/0/0/1/0/6,,,no,match
lalamove__konfig,syft,51,51,65,65,245,245,yes,246,245,104/0/141/51/53/0/65/39/0,104/0/141/51/53/0/65/39/0,,,no,match
lalamove__konfig,trivy,51,51,65,65,245,245,yes,246,245,245/0/0/51/194/0/65/180/0,245/0/0/51/194/0/65/180/0,,,no,match
lalamove__konfig,cdxgen,51,51,65,65,245,245,yes,246,245,51/0/194/51/0/0/51/0/14,51/0/194/51/0/0/51/0/14,,,no,match
lalamove__konfig,cyclonedx-gomod,51,51,65,65,245,245,yes,246,245,52/0/193/51/1/0/51/1/14,52/0/193/51/1/0/51/1/14,,,no,match
lazynop__lazyenv,syft,21,21,25,25,40,40,yes,41,40,32/0/8/21/11/0/25/7/0,32/0/8/21/11/0/25/7/0,,,no,match
lazynop__lazyenv,trivy,21,21,25,25,40,40,yes,41,40,25/0/15/21/4/0/25/0/0,25/0/15/21/4/0/25/0/0,,,no,match
lazynop__lazyenv,cdxgen,21,21,25,25,40,40,yes,41,40,21/0/19/21/0/0/21/0/4,21/0/19/21/0/0/21/0/4,,,no,match
lazynop__lazyenv,cyclonedx-gomod,21,21,25,25,40,40,yes,41,40,21/0/19/21/0/0/21/0/4,21/0/19/21/0/0/21/0/4,,,no,match
leberKleber__go-mpris,syft,1,1,5,5,7,7,yes,8,7,6/0/1/1/5/0/5/1/0,6/0/1/1/5/0/5/1/0,,,no,match
leberKleber__go-mpris,trivy,1,1,5,5,7,7,yes,8,7,5/0/2/1/4/0/5/0/0,5/0/2/1/4/0/5/0/0,,,no,match
leberKleber__go-mpris,cdxgen,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
leberKleber__go-mpris,cyclonedx-gomod,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
leebenson__conform,syft,1,1,7,7,16,16,yes,17,16,8/0/8/1/7/0/7/1/0,8/0/8/1/7/0/7/1/0,,,no,match
leebenson__conform,trivy,1,1,7,7,16,16,yes,17,16,16/0/0/1/15/0/7/9/0,16/0/0/1/15/0/7/9/0,,,no,match
leebenson__conform,cdxgen,1,1,7,7,16,16,yes,17,16,1/0/15/1/0/0/1/0/6,1/0/15/1/0/0/1/0/6,,,no,match
leebenson__conform,cyclonedx-gomod,1,1,7,7,16,16,yes,17,16,1/0/15/1/0/0/1/0/6,1/0/15/1/0/0/1/0/6,,,no,match
leodido__structcli,syft,19,19,35,35,74,74,yes,75,74,54/0/20/19/35/0/35/19/0,54/0/20/19/35/0/35/19/0,,,no,match
leodido__structcli,trivy,19,19,35,35,74,74,yes,75,74,45/0/29/19/26/0/35/10/0,45/0/29/19/26/0/35/10/0,,,no,match
leodido__structcli,cdxgen,19,19,35,35,74,74,yes,75,74,32/0/42/19/13/0/31/1/4,32/0/42/19/13/0/31/1/4,,,no,match
leodido__structcli,cyclonedx-gomod,19,19,35,35,74,74,yes,75,74,41/0/33/19/22/0/31/10/4,41/0/33/19/22/0/31/10/4,,,no,match
lf-edge__ekuiper,syft,151,151,155,155,923,923,yes,924,923,436/3/487/150/289/1/154/285/1,436/3/487/150/289/1/154/285/1,,,no,match
lf-edge__ekuiper,trivy,151,151,155,155,923,923,yes,924,923,413/3/510/150/266/1/154/262/1,413/3/510/150/266/1/154/262/1,,,no,match
lf-edge__ekuiper,cdxgen,151,151,155,155,923,923,yes,924,923,416/2/507/151/267/0/155/263/0,416/2/507/151/267/0/155/263/0,,,no,match
lf-edge__ekuiper,cyclonedx-gomod,151,151,155,155,923,923,yes,924,923,398/1/525/150/249/1/150/249/5,398/1/525/150/249/1/150/249/5,,,no,match
libgit2__git2go,syft,1,1,2,2,6,6,yes,7,6,4/0/2/1/3/0/2/2/0,4/0/2/1/3/0/2/2/0,,,no,match
libgit2__git2go,trivy,1,1,2,2,6,6,yes,7,6,6/0/0/1/5/0/2/4/0,6/0/0/1/5/0/2/4/0,,,no,match
libgit2__git2go,cdxgen,1,1,2,2,6,6,yes,7,6,1/0/5/1/0/0/1/0/1,1/0/5/1/0/0/1/0/1,,,no,match
libgit2__git2go,cyclonedx-gomod,1,1,2,2,6,6,yes,7,6,2/0/4/1/1/0/1/1/1,2/0/4/1/1/0/1/1/1,,,no,match
liftbridge-io__liftbridge,syft,64,64,68,68,360,360,yes,361,360,91/0/269/64/27/0/68/23/0,91/0/269/64/27/0/68/23/0,,,no,match
liftbridge-io__liftbridge,trivy,64,64,68,68,360,360,yes,361,360,69/0/291/64/5/0/68/1/0,69/0/291/64/5/0/68/1/0,,,no,match
liftbridge-io__liftbridge,cdxgen,64,64,68,68,360,360,yes,361,360,64/0/296/64/0/0/64/0/4,64/0/296/64/0/0/64/0/4,,,no,match
liftbridge-io__liftbridge,cyclonedx-gomod,64,64,68,68,360,360,yes,361,360,65/0/295/64/1/0/64/1/4,65/0/295/64/1/0/64/1/4,,,no,match
lightningnetwork__lnd,syft,127,127,127,127,529,529,yes,530,529,244/186/285/127/303/0/127/303/0,244/186/285/127/303/0/127/303/0,,,no,match
lightningnetwork__lnd,trivy,127,127,127,127,529,529,yes,530,529,215/172/314/127/260/0/127/260/0,215/172/314/127/260/0/127/260/0,,,no,match
lightningnetwork__lnd,cdxgen,127,127,127,127,529,529,yes,530,529,NA,NA,,,no,match
lightningnetwork__lnd,cyclonedx-gomod,127,127,127,127,529,529,yes,530,529,191/1/338/126/66/1/126/66/1,191/1/338/126/66/1/126/66/1,,,no,match
limiu82214__gojmapr,syft,1,1,8,8,11,11,yes,12,11,9/0/2/1/8/0/8/1/0,9/0/2/1/8/0/8/1/0,,,no,match
limiu82214__gojmapr,trivy,1,1,8,8,11,11,yes,12,11,8/0/3/1/7/0/8/0/0,8/0/3/1/7/0/8/0/0,,,no,match
limiu82214__gojmapr,cdxgen,1,1,8,8,11,11,yes,12,11,1/0/10/1/0/0/1/0/7,1/0/10/1/0/0/1/0/7,,,no,match
limiu82214__gojmapr,cyclonedx-gomod,1,1,8,8,11,11,yes,12,11,1/0/10/1/0/0/1/0/7,1/0/10/1/0/0/1/0/7,,,no,match
liweiyi88__onedump,syft,73,73,79,79,148,148,yes,149,148,96/1/52/73/24/0/79/18/0,96/1/52/73/24/0/79/18/0,,,no,match
liweiyi88__onedump,trivy,73,73,79,79,148,148,yes,149,148,81/0/67/73/8/0/79/2/0,81/0/67/73/8/0/79/2/0,,,no,match
liweiyi88__onedump,cdxgen,73,73,79,79,148,148,yes,149,148,73/0/75/73/0/0/73/0/6,73/0/75/73/0/0/73/0/6,,,no,match
liweiyi88__onedump,cyclonedx-gomod,73,73,79,79,148,148,yes,149,148,75/0/73/73/2/0/73/2/6,75/0/73/73/2/0/73/2/6,,,no,match
logpacker__PayPal-Go-SDK,syft,3,3,3,3,434,434,yes,435,434,246/0/188/3/243/0/3/243/0,246/0/188/3/243/0/3/243/0,,,no,match
logpacker__PayPal-Go-SDK,trivy,3,3,3,3,434,434,yes,435,434,216/0/218/3/213/0/3/213/0,216/0/218/3/213/0/3/213/0,,,no,match
logpacker__PayPal-Go-SDK,cdxgen,3,3,3,3,434,434,yes,435,434,3/0/431/3/0/0/3/0/0,3/0/431/3/0/0/3/0/0,,,no,match
logpacker__PayPal-Go-SDK,cyclonedx-gomod,3,3,3,3,434,434,yes,435,434,215/0/219/3/212/0/3/212/0,215/0/219/3/212/0/3/212/0,,,no,match
loov__lensm,syft,13,13,13,13,39,39,yes,40,39,20/0/19/13/7/0/13/7/0,20/0/19/13/7/0/13/7/0,,,no,match
loov__lensm,trivy,13,13,13,13,39,39,yes,40,39,14/0/25/13/1/0/13/1/0,14/0/25/13/1/0/13/1/0,,,no,match
loov__lensm,cdxgen,13,13,13,13,39,39,yes,40,39,13/0/26/13/0/0/13/0/0,13/0/26/13/0/0/13/0/0,,,no,match
loov__lensm,cyclonedx-gomod,13,13,13,13,39,39,yes,40,39,14/0/25/13/1/0/13/1/0,14/0/25/13/1/0/13/1/0,,,no,match
lrita__numa,syft,1,1,4,4,5,5,yes,6,5,4/0/1/1/3/0/4/0/0,4/0/1/1/3/0/4/0/0,,,no,match
lrita__numa,trivy,1,1,4,4,5,5,yes,6,5,5/0/0/1/4/0/4/1/0,5/0/0/1/4/0/4/1/0,,,no,match
lrita__numa,cdxgen,1,1,4,4,5,5,yes,6,5,1/0/4/1/0/0/1/0/3,1/0/4/1/0/0/1/0/3,,,no,match
lrita__numa,cyclonedx-gomod,1,1,4,4,5,5,yes,6,5,1/0/4/1/0/0/1/0/3,1/0/4/1/0/0/1/0/3,,,no,match
lucas-clemente__quic-go,syft,7,7,12,12,28,28,yes,29,28,20/2/8/7/15/0/12/10/0,20/2/8/7/15/0/12/10/0,,,no,match
lucas-clemente__quic-go,trivy,7,7,12,12,28,28,yes,29,28,19/2/9/7/14/0/12/9/0,19/2/9/7/14/0/12/9/0,,,no,match
lucas-clemente__quic-go,cdxgen,7,7,12,12,28,28,yes,29,28,7/0/21/7/0/0/7/0/5,7/0/21/7/0/0/7/0/5,,,no,match
lucas-clemente__quic-go,cyclonedx-gomod,7,7,12,12,28,28,yes,29,28,10/0/18/7/3/0/7/3/5,10/0/18/7/3/0/7/3/5,,,no,match
lucasepe__tbd,syft,21,21,26,26,49,49,yes,50,49,36/0/13/21/15/0/26/10/0,36/0/13/21/15/0/26/10/0,,,no,match
lucasepe__tbd,trivy,21,21,26,26,49,49,yes,50,49,49/0/0/21/28/0/26/23/0,49/0/0/21/28/0/26/23/0,,,no,match
lucasepe__tbd,cdxgen,21,21,26,26,49,49,yes,50,49,21/0/28/21/0/0/21/0/5,21/0/28/21/0/0/21/0/5,,,no,match
lucasepe__tbd,cyclonedx-gomod,21,21,26,26,49,49,yes,50,49,23/0/26/21/2/0/21/2/5,23/0/26/21/2/0/21/2/5,,,no,match
lxzan__gws,syft,1,1,5,5,7,7,yes,8,7,6/0/1/1/5/0/5/1/0,6/0/1/1/5/0/5/1/0,,,no,match
lxzan__gws,trivy,1,1,5,5,7,7,yes,8,7,5/0/2/1/4/0/5/0/0,5/0/2/1/4/0/5/0/0,,,no,match
lxzan__gws,cdxgen,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
lxzan__gws,cyclonedx-gomod,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
lynxbase__lynxdb,syft,90,90,91,91,232,232,yes,233,232,153/1/79/90/64/0/91/63/0,153/1/79/90/64/0/91/63/0,,,no,match
lynxbase__lynxdb,trivy,90,90,91,91,232,232,yes,233,232,133/1/99/90/44/0/91/43/0,133/1/99/90/44/0/91/43/0,,,no,match
lynxbase__lynxdb,cdxgen,90,90,91,91,232,232,yes,233,232,90/0/142/90/0/0/90/0/1,90/0/142/90/0/0/90/0/1,,,no,match
lynxbase__lynxdb,cyclonedx-gomod,90,90,91,91,232,232,yes,233,232,92/0/140/90/2/0/90/2/1,92/0/140/90/2/0/90/2/1,,,no,match
mafulong__godal,syft,10,10,14,14,180,180,yes,181,180,17/0/163/10/7/0/14/3/0,17/0/163/10/7/0/14/3/0,,,no,match
mafulong__godal,trivy,10,10,14,14,180,180,yes,181,180,180/0/0/10/170/0/14/166/0,180/0/0/10/170/0/14/166/0,,,no,match
mafulong__godal,cdxgen,10,10,14,14,180,180,yes,181,180,10/0/170/10/0/0/10/0/4,10/0/170/10/0/0/10/0/4,,,no,match
mafulong__godal,cyclonedx-gomod,10,10,14,14,180,180,yes,181,180,10/0/170/10/0/0/10/0/4,10/0/170/10/0/0/10/0/4,,,no,match
mailgun__mailgun-go,syft,3,3,7,7,77,77,yes,78,77,8/0/69/3/5/0/7/1/0,8/0/69/3/5/0/7/1/0,,,no,match
mailgun__mailgun-go,trivy,3,3,7,7,77,77,yes,78,77,7/0/70/3/4/0/7/0/0,7/0/70/3/4/0/7/0/0,,,no,match
mailgun__mailgun-go,cdxgen,3,3,7,7,77,77,yes,78,77,3/0/74/3/0/0/3/0/4,3/0/74/3/0/0/3/0/4,,,no,match
mailgun__mailgun-go,cyclonedx-gomod,3,3,7,7,77,77,yes,78,77,3/0/74/3/0/0/3/0/4,3/0/74/3/0/0/3/0/4,,,no,match
mainak55512__stto,syft,3,3,3,3,4,4,yes,5,4,4/0/0/3/1/0/3/1/0,4/0/0/3/1/0/3/1/0,,,no,match
mainak55512__stto,trivy,3,3,3,3,4,4,yes,5,4,3/0/1/3/0/0/3/0/0,3/0/1/3/0/0/3/0/0,,,no,match
mainak55512__stto,cdxgen,3,3,3,3,4,4,yes,5,4,3/0/1/3/0/0/3/0/0,3/0/1/3/0/0/3/0/0,,,no,match
mainak55512__stto,cyclonedx-gomod,3,3,3,3,4,4,yes,5,4,3/0/1/3/0/0/3/0/0,3/0/1/3/0/0/3/0/0,,,no,match
malaschitz__randomForest,syft,2,2,2,2,244,244,yes,245,244,5/0/239/2/3/0/2/3/0,5/0/239/2/3/0/2/3/0,,,no,match
malaschitz__randomForest,trivy,2,2,2,2,244,244,yes,245,244,244/0/0/2/242/0/2/242/0,244/0/0/2/242/0/2/242/0,,,no,match
malaschitz__randomForest,cdxgen,2,2,2,2,244,244,yes,245,244,2/0/242/2/0/0/2/0/0,2/0/242/2/0/0/2/0/0,,,no,match
malaschitz__randomForest,cyclonedx-gomod,2,2,2,2,244,244,yes,245,244,2/0/242/2/0/0/2/0/0,2/0/242/2/0/0/2/0/0,,,no,match
manuelbcd__go-openproject,syft,5,5,5,5,15,15,yes,16,15,11/0/4/5/6/0/5/6/0,11/0/4/5/6/0/5/6/0,,,no,match
manuelbcd__go-openproject,trivy,5,5,5,5,15,15,yes,16,15,11/0/4/5/6/0/5/6/0,11/0/4/5/6/0/5/6/0,,,no,match
manuelbcd__go-openproject,cdxgen,5,5,5,5,15,15,yes,16,15,5/0/10/5/0/0/5/0/0,5/0/10/5/0/0/5/0/0,,,no,match
manuelbcd__go-openproject,cyclonedx-gomod,5,5,5,5,15,15,yes,16,15,5/0/10/5/0/0/5/0/0,5/0/10/5/0/0/5/0/0,,,no,match
