repo,gt,tool,predicted,tp,fp,fn,precision,recall,f1,tp_ver,fp_ver,fn_ver,precision_ver,recall_ver,f1_ver
jroimartin__gocui,2,cdxgen,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
jroimartin__gocui,2,cyclonedx-gomod,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
jxskiss__mcli,7,syft,6,6,0,1,1.0000,0.8571,0.9231,6,0,1,1.0000,0.8571,0.9231
jxskiss__mcli,7,trivy,5,5,0,2,1.0000,0.7143,0.8333,5,0,2,1.0000,0.7143,0.8333
jxskiss__mcli,7,cdxgen,1,1,0,6,1.0000,0.1429,0.2500,1,0,6,1.0000,0.1429,0.2500
jxskiss__mcli,7,cyclonedx-gomod,1,1,0,6,1.0000,0.1429,0.2500,1,0,6,1.0000,0.1429,0.2500
kkyr__fig,8,syft,8,7,1,1,0.8750,0.8750,0.8750,7,1,1,0.8750,0.8750,0.8750
kkyr__fig,8,trivy,10,8,2,0,0.8000,1.0000,0.8889,8,2,0,0.8000,1.0000,0.8889
kkyr__fig,8,cdxgen,4,3,1,5,0.7500,0.3750,0.5000,3,1,5,0.7500,0.3750,0.5000
kkyr__fig,8,cyclonedx-gomod,3,3,0,5,1.0000,0.3750,0.5455,3,0,5,1.0000,0.3750,0.5455
kslamph__tronlib,201,syft,38,38,0,163,1.0000,0.1891,0.3180,38,0,163,1.0000,0.1891,0.3180
kslamph__tronlib,201,trivy,23,23,0,178,1.0000,0.1144,0.2054,23,0,178,1.0000,0.1144,0.2054
kslamph__tronlib,201,cdxgen,17,17,0,184,1.0000,0.0846,0.1560,17,0,184,1.0000,0.0846,0.1560
kslamph__tronlib,201,cyclonedx-gomod,17,17,0,184,1.0000,0.0846,0.1560,17,0,184,1.0000,0.0846,0.1560
labstack__gommon,11,syft,10,10,0,1,1.0000,0.9091,0.9524,10,0,1,1.0000,0.9091,0.9524
labstack__gommon,11,trivy,9,9,0,2,1.0000,0.8182,0.9000,9,0,2,1.0000,0.8182,0.9000
labstack__gommon,11,cdxgen,5,5,0,6,1.0000,0.4545,0.6250,5,0,6,1.0000,0.4545,0.6250
labstack__gommon,11,cyclonedx-gomod,5,5,0,6,1.0000,0.4545,0.6250,5,0,6,1.0000,0.4545,0.6250
lalamove__konfig,245,syft,104,104,0,141,1.0000,0.4245,0.5960,100,4,145,0.9615,0.4082,0.5731
lalamove__konfig,245,trivy,245,245,0,0,1.0000,1.0000,1.0000,234,11,11,0.9551,0.9551,0.9551
lalamove__konfig,245,cdxgen,51,51,0,194,1.0000,0.2082,0.3446,48,3,197,0.9412,0.1959,0.3243
lalamove__konfig,245,cyclonedx-gomod,52,52,0,193,1.0000,0.2122,0.3502,52,0,193,1.0000,0.2122,0.3502
lazynop__lazyenv,40,syft,32,32,0,8,1.0000,0.8000,0.8889,32,0,8,1.0000,0.8000,0.8889
lazynop__lazyenv,40,trivy,25,25,0,15,1.0000,0.6250,0.7692,25,0,15,1.0000,0.6250,0.7692
lazynop__lazyenv,40,cdxgen,21,21,0,19,1.0000,0.5250,0.6885,21,0,19,1.0000,0.5250,0.6885
lazynop__lazyenv,40,cyclonedx-gomod,21,21,0,19,1.0000,0.5250,0.6885,21,0,19,1.0000,0.5250,0.6885
leberKleber__go-mpris,7,syft,6,6,0,1,1.0000,0.8571,0.9231,6,0,1,1.0000,0.8571,0.9231
leberKleber__go-mpris,7,trivy,5,5,0,2,1.0000,0.7143,0.8333,5,0,2,1.0000,0.7143,0.8333
leberKleber__go-mpris,7,cdxgen,1,1,0,6,1.0000,0.1429,0.2500,1,0,6,1.0000,0.1429,0.2500
leberKleber__go-mpris,7,cyclonedx-gomod,1,1,0,6,1.0000,0.1429,0.2500,1,0,6,1.0000,0.1429,0.2500
lestrrat-go__jwx,20,syft,34,15,19,5,0.4412,0.7500,0.5556,11,23,9,0.3235,0.5500,0.4074
lestrrat-go__jwx,20,trivy,28,13,15,7,0.4643,0.6500,0.5417,10,18,10,0.3571,0.5000,0.4167
lestrrat-go__jwx,20,cdxgen,27,13,14,7,0.4815,0.6500,0.5532,10,17,10,0.3704,0.5000,0.4255
lestrrat-go__jwx,20,cyclonedx-gomod,11,11,0,9,1.0000,0.5500,0.7097,11,0,9,1.0000,0.5500,0.7097
lightningnetwork__lnd,521,syft,425,237,188,284,0.5576,0.4549,0.5011,179,246,342,0.4212,0.3436,0.3784
lightningnetwork__lnd,521,trivy,381,208,173,313,0.5459,0.3992,0.4612,172,209,349,0.4514,0.3301,0.3814
lightningnetwork__lnd,521,cdxgen,0,0,0,521,0.0000,0.0000,0.0000,0,0,521,0.0000,0.0000,0.0000
lightningnetwork__lnd,521,cyclonedx-gomod,185,184,1,337,0.9946,0.3532,0.5212,183,2,338,0.9892,0.3512,0.5184
liujianping__job,115,syft,38,38,0,77,1.0000,0.3304,0.4967,37,1,78,0.9737,0.3217,0.4837
liujianping__job,115,trivy,115,115,0,0,1.0000,1.0000,1.0000,112,3,3,0.9739,0.9739,0.9739
liujianping__job,115,cdxgen,25,25,0,90,1.0000,0.2174,0.3571,25,0,90,1.0000,0.2174,0.3571
liujianping__job,115,cyclonedx-gomod,0,0,0,115,0.0000,0.0000,0.0000,0,0,115,0.0000,0.0000,0.0000
logrusorgru__aurora,6,syft,5,5,0,1,1.0000,0.8333,0.9091,5,0,1,1.0000,0.8333,0.9091
logrusorgru__aurora,6,trivy,4,4,0,2,1.0000,0.6667,0.8000,4,0,2,1.0000,0.6667,0.8000
logrusorgru__aurora,6,cdxgen,4,4,0,2,1.0000,0.6667,0.8000,4,0,2,1.0000,0.6667,0.8000
logrusorgru__aurora,6,cyclonedx-gomod,0,0,0,6,0.0000,0.0000,0.0000,0,0,6,0.0000,0.0000,0.0000
loom-go__loom,8,syft,7,7,0,1,1.0000,0.8750,0.9333,7,0,1,1.0000,0.8750,0.9333
loom-go__loom,8,trivy,6,6,0,2,1.0000,0.7500,0.8571,6,0,2,1.0000,0.7500,0.8571
loom-go__loom,8,cdxgen,2,2,0,6,1.0000,0.2500,0.4000,2,0,6,1.0000,0.2500,0.4000
loom-go__loom,8,cyclonedx-gomod,2,2,0,6,1.0000,0.2500,0.4000,2,0,6,1.0000,0.2500,0.4000
markbates__goth,44,syft,31,31,0,13,1.0000,0.7045,0.8267,31,0,13,1.0000,0.7045,0.8267
markbates__goth,44,trivy,30,30,0,14,1.0000,0.6818,0.8108,30,0,14,1.0000,0.6818,0.8108
markbates__goth,44,cdxgen,19,19,0,25,1.0000,0.4318,0.6032,19,0,25,1.0000,0.4318,0.6032
markbates__goth,44,cyclonedx-gomod,21,21,0,23,1.0000,0.4773,0.6462,21,0,23,1.0000,0.4773,0.6462
mattn__go-colorable,2,syft,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
mattn__go-colorable,2,trivy,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
mattn__go-colorable,2,cdxgen,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
mattn__go-colorable,2,cyclonedx-gomod,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
mattn__go-isatty,1,syft,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
mattn__go-isatty,1,trivy,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
mattn__go-isatty,1,cdxgen,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
mattn__go-isatty,1,cyclonedx-gomod,1,1,0,0,1.0000,1.0000,1.0000,1,0,0,1.0000,1.0000,1.0000
mattn__goveralls,10,syft,4,4,0,6,1.0000,0.4000,0.5714,4,0,6,1.0000,0.4000,0.5714
mattn__goveralls,10,trivy,10,10,0,0,1.0000,1.0000,1.0000,10,0,0,1.0000,1.0000,1.0000
mattn__goveralls,10,cdxgen,2,2,0,8,1.0000,0.2000,0.3333,2,0,8,1.0000,0.2000,0.3333
mattn__goveralls,10,cyclonedx-gomod,2,2,0,8,1.0000,0.2000,0.3333,2,0,8,1.0000,0.2000,0.3333
maxclaus__gaper,20,syft,16,16,0,4,1.0000,0.8000,0.8889,16,0,4,1.0000,0.8000,0.8889
maxclaus__gaper,20,trivy,20,20,0,0,1.0000,1.0000,1.0000,20,0,0,1.0000,1.0000,1.0000
maxclaus__gaper,20,cdxgen,9,9,0,11,1.0000,0.4500,0.6207,9,0,11,1.0000,0.4500,0.6207
maxclaus__gaper,20,cyclonedx-gomod,10,10,0,10,1.0000,0.5000,0.6667,10,0,10,1.0000,0.5000,0.6667
melvinodsa__go-iam,97,syft,70,70,0,27,1.0000,0.7216,0.8383,70,0,27,1.0000,0.7216,0.8383
melvinodsa__go-iam,97,trivy,60,60,0,37,1.0000,0.6186,0.7643,60,0,37,1.0000,0.6186,0.7643
melvinodsa__go-iam,97,cdxgen,60,60,0,37,1.0000,0.6186,0.7643,60,0,37,1.0000,0.6186,0.7643
melvinodsa__go-iam,97,cyclonedx-gomod,42,42,0,55,1.0000,0.4330,0.6043,42,0,55,1.0000,0.4330,0.6043
mewkiz__flac,9,syft,4,4,0,5,1.0000,0.4444,0.6154,4,0,5,1.0000,0.4444,0.6154
mewkiz__flac,9,trivy,3,3,0,6,1.0000,0.3333,0.5000,3,0,6,1.0000,0.3333,0.5000
mewkiz__flac,9,cdxgen,3,3,0,6,1.0000,0.3333,0.5000,3,0,6,1.0000,0.3333,0.5000
mewkiz__flac,9,cyclonedx-gomod,3,3,0,6,1.0000,0.3333,0.5000,3,0,6,1.0000,0.3333,0.5000
milad-abbasi__gonfig,8,syft,7,7,0,1,1.0000,0.8750,0.9333,7,0,1,1.0000,0.8750,0.9333
milad-abbasi__gonfig,8,trivy,9,8,1,0,0.8889,1.0000,0.9412,7,2,1,0.7778,0.8750,0.8235
milad-abbasi__gonfig,8,cdxgen,3,3,0,5,1.0000,0.3750,0.5455,3,0,5,1.0000,0.3750,0.5455
milad-abbasi__gonfig,8,cyclonedx-gomod,3,3,0,5,1.0000,0.3750,0.5455,3,0,5,1.0000,0.3750,0.5455
mkideal__cli,23,syft,13,13,0,10,1.0000,0.5652,0.7222,13,0,10,1.0000,0.5652,0.7222
mkideal__cli,23,trivy,23,23,0,0,1.0000,1.0000,1.0000,23,0,0,1.0000,1.0000,1.0000
mkideal__cli,23,cdxgen,8,8,0,15,1.0000,0.3478,0.5161,8,0,15,1.0000,0.3478,0.5161
mkideal__cli,23,cyclonedx-gomod,8,8,0,15,1.0000,0.3478,0.5161,8,0,15,1.0000,0.3478,0.5161
mr-linch__go-tg,13,syft,20,10,10,3,0.5000,0.7692,0.6061,8,12,5,0.4000,0.6154,0.4848
mr-linch__go-tg,13,trivy,15,9,6,4,0.6000,0.6923,0.6429,7,8,6,0.4667,0.5385,0.5000
mr-linch__go-tg,13,cdxgen,10,5,5,8,0.5000,0.3846,0.4348,3,7,10,0.3000,0.2308,0.2609
mr-linch__go-tg,13,cyclonedx-gomod,2,2,0,11,1.0000,0.1538,0.2667,2,0,11,1.0000,0.1538,0.2667
mszostok__version,55,syft,67,39,28,16,0.5821,0.7091,0.6393,33,34,22,0.4925,0.6000,0.5410
mszostok__version,55,trivy,67,39,28,16,0.5821,0.7091,0.6393,35,32,20,0.5224,0.6364,0.5738
mszostok__version,55,cdxgen,60,35,25,20,0.5833,0.6364,0.6087,33,27,22,0.5500,0.6000,0.5739
mszostok__version,55,cyclonedx-gomod,30,30,0,25,1.0000,0.5455,0.7059,30,0,25,1.0000,0.5455,0.7059
mudler__LocalAI,1124,syft,618,618,0,506,1.0000,0.5498,0.7095,612,6,512,0.9903,0.5445,0.7026
mudler__LocalAI,1124,trivy,494,493,1,631,0.9980,0.4386,0.6094,489,5,635,0.9899,0.4351,0.6044
mudler__LocalAI,1124,cdxgen,0,0,0,1124,0.0000,0.0000,0.0000,0,0,1124,0.0000,0.0000,0.0000
mudler__LocalAI,1124,cyclonedx-gomod,478,478,0,646,1.0000,0.4253,0.5968,478,0,646,1.0000,0.4253,0.5968
muesli__termenv,5,syft,15,5,10,0,0.3333,1.0000,0.5000,5,10,0,0.3333,1.0000,0.5000
muesli__termenv,5,trivy,14,5,9,0,0.3571,1.0000,0.5263,5,9,0,0.3571,1.0000,0.5263
muesli__termenv,5,cdxgen,13,5,8,0,0.3846,1.0000,0.5556,5,8,0,0.3846,1.0000,0.5556
muesli__termenv,5,cyclonedx-gomod,5,5,0,0,1.0000,1.0000,1.0000,5,0,0,1.0000,1.0000,1.0000
muir__nfigure,27,syft,22,22,0,5,1.0000,0.8148,0.8980,22,0,5,1.0000,0.8148,0.8980
muir__nfigure,27,trivy,20,20,0,7,1.0000,0.7407,0.8511,20,0,7,1.0000,0.7407,0.8511
muir__nfigure,27,cdxgen,7,7,0,20,1.0000,0.2593,0.4118,7,0,20,1.0000,0.2593,0.4118
muir__nfigure,27,cyclonedx-gomod,7,7,0,20,1.0000,0.2593,0.4118,7,0,20,1.0000,0.2593,0.4118
mum4k__termdash,17,syft,10,10,0,7,1.0000,0.5882,0.7407,10,0,7,1.0000,0.5882,0.7407
mum4k__termdash,17,trivy,10,10,0,7,1.0000,0.5882,0.7407,10,0,7,1.0000,0.5882,0.7407
mum4k__termdash,17,cdxgen,10,10,0,7,1.0000,0.5882,0.7407,10,0,7,1.0000,0.5882,0.7407
mum4k__termdash,17,cyclonedx-gomod,10,10,0,7,1.0000,0.5882,0.7407,10,0,7,1.0000,0.5882,0.7407
mymmrac__telego,30,syft,50,25,25,5,0.5000,0.8333,0.6250,21,29,9,0.4200,0.7000,0.5250
mymmrac__telego,30,trivy,43,23,20,7,0.5349,0.7667,0.6301,19,24,11,0.4419,0.6333,0.5205
mymmrac__telego,30,cdxgen,31,13,18,17,0.4194,0.4333,0.4262,8,23,22,0.2581,0.2667,0.2623
mymmrac__telego,30,cyclonedx-gomod,15,15,0,15,1.0000,0.5000,0.6667,15,0,15,1.0000,0.5000,0.6667
nanovms__ops,521,syft,254,254,0,267,1.0000,0.4875,0.6555,248,6,273,0.9764,0.4760,0.6400
nanovms__ops,521,trivy,218,218,0,303,1.0000,0.4184,0.5900,213,5,308,0.9771,0.4088,0.5765
nanovms__ops,521,cdxgen,218,218,0,303,1.0000,0.4184,0.5900,213,5,308,0.9771,0.4088,0.5765
nanovms__ops,521,cyclonedx-gomod,200,200,0,321,1.0000,0.3839,0.5548,200,0,321,1.0000,0.3839,0.5548
napalu__goopt,19,syft,27,13,14,6,0.4815,0.6842,0.5652,9,18,10,0.3333,0.4737,0.3913
napalu__goopt,19,trivy,26,12,14,7,0.4615,0.6316,0.5333,9,17,10,0.3462,0.4737,0.4000
napalu__goopt,19,cdxgen,9,8,1,11,0.8889,0.4211,0.5714,7,2,12,0.7778,0.3684,0.5000
napalu__goopt,19,cyclonedx-gomod,7,7,0,12,1.0000,0.3684,0.5385,7,0,12,1.0000,0.3684,0.5385
napsy__go-css,6,syft,5,5,0,1,1.0000,0.8333,0.9091,5,0,1,1.0000,0.8333,0.9091
napsy__go-css,6,trivy,4,4,0,2,1.0000,0.6667,0.8000,4,0,2,1.0000,0.6667,0.8000
napsy__go-css,6,cdxgen,4,4,0,2,1.0000,0.6667,0.8000,4,0,2,1.0000,0.6667,0.8000
napsy__go-css,6,cyclonedx-gomod,0,0,0,6,0.0000,0.0000,0.0000,0,0,6,0.0000,0.0000,0.0000
nikogura__gomason,30,syft,20,20,0,10,1.0000,0.6667,0.8000,20,0,10,1.0000,0.6667,0.8000
nikogura__gomason,30,trivy,15,15,0,15,1.0000,0.5000,0.6667,15,0,15,1.0000,0.5000,0.6667
nikogura__gomason,30,cdxgen,13,13,0,17,1.0000,0.4333,0.6047,13,0,17,1.0000,0.4333,0.6047
nikogura__gomason,30,cyclonedx-gomod,14,14,0,16,1.0000,0.4667,0.6364,14,0,16,1.0000,0.4667,0.6364
nsf__termbox-go,3,syft,3,3,0,0,1.0000,1.0000,1.0000,3,0,0,1.0000,1.0000,1.0000
nsf__termbox-go,3,trivy,3,3,0,0,1.0000,1.0000,1.0000,3,0,0,1.0000,1.0000,1.0000
nsf__termbox-go,3,cdxgen,3,3,0,0,1.0000,1.0000,1.0000,3,0,0,1.0000,1.0000,1.0000
nsf__termbox-go,3,cyclonedx-gomod,3,3,0,0,1.0000,1.0000,1.0000,3,0,0,1.0000,1.0000,1.0000
num30__config,192,syft,33,33,0,159,1.0000,0.1719,0.2933,33,0,159,1.0000,0.1719,0.2933
num30__config,192,trivy,29,29,0,163,1.0000,0.1510,0.2624,29,0,163,1.0000,0.1510,0.2624
num30__config,192,cdxgen,23,23,0,169,1.0000,0.1198,0.2140,23,0,169,1.0000,0.1198,0.2140
num30__config,192,cyclonedx-gomod,25,25,0,167,1.0000,0.1302,0.2304,25,0,167,1.0000,0.1302,0.2304
nyaosorg__go-readline-ny,12,syft,10,10,0,2,1.0000,0.8333,0.9091,10,0,2,1.0000,0.8333,0.9091
nyaosorg__go-readline-ny,12,trivy,10,10,0,2,1.0000,0.8333,0.9091,10,0,2,1.0000,0.8333,0.9091
nyaosorg__go-readline-ny,12,cdxgen,9,9,0,3,1.0000,0.7500,0.8571,9,0,3,1.0000,0.7500,0.8571
nyaosorg__go-readline-ny,12,cyclonedx-gomod,10,10,0,2,1.0000,0.8333,0.9091,10,0,2,1.0000,0.8333,0.9091
o1egl__paseto,12,syft,9,9,0,3,1.0000,0.7500,0.8571,9,0,3,1.0000,0.7500,0.8571
o1egl__paseto,12,trivy,12,12,0,0,1.0000,1.0000,1.0000,12,0,0,1.0000,1.0000,1.0000
o1egl__paseto,12,cdxgen,4,4,0,8,1.0000,0.3333,0.5000,4,0,8,1.0000,0.3333,0.5000
o1egl__paseto,12,cyclonedx-gomod,4,4,0,8,1.0000,0.3333,0.5000,4,0,8,1.0000,0.3333,0.5000
oblq__swap,12,syft,9,9,0,3,1.0000,0.7500,0.8571,9,0,3,1.0000,0.7500,0.8571
oblq__swap,12,trivy,12,12,0,0,1.0000,1.0000,1.0000,12,0,0,1.0000,1.0000,1.0000
oblq__swap,12,cdxgen,2,2,0,10,1.0000,0.1667,0.2857,2,0,10,1.0000,0.1667,0.2857
oblq__swap,12,cyclonedx-gomod,2,2,0,10,1.0000,0.1667,0.2857,2,0,10,1.0000,0.1667,0.2857
octago__sflags,24,syft,18,18,0,6,1.0000,0.7500,0.8571,18,0,6,1.0000,0.7500,0.8571
octago__sflags,24,trivy,17,17,0,7,1.0000,0.7083,0.8293,17,0,7,1.0000,0.7083,0.8293
octago__sflags,24,cdxgen,13,13,0,11,1.0000,0.5417,0.7027,13,0,11,1.0000,0.5417,0.7027
octago__sflags,24,cyclonedx-gomod,14,14,0,10,1.0000,0.5833,0.7368,14,0,10,1.0000,0.5833,0.7368
oklahomer__go-sarah,19,syft,17,15,2,4,0.8824,0.7895,0.8333,9,8,10,0.5294,0.4737,0.5000
oklahomer__go-sarah,19,trivy,21,19,2,0,0.9048,1.0000,0.9500,13,8,6,0.6190,0.6842,0.6500
oklahomer__go-sarah,19,cdxgen,11,11,0,8,1.0000,0.5789,0.7333,10,1,9,0.9091,0.5263,0.6667
oklahomer__go-sarah,19,cyclonedx-gomod,11,11,0,8,1.0000,0.5789,0.7333,11,0,8,1.0000,0.5789,0.7333
oluwajubelo1__otellix,303,syft,94,94,0,209,1.0000,0.3102,0.4736,84,10,219,0.8936,0.2772,0.4232
oluwajubelo1__otellix,303,trivy,78,78,0,225,1.0000,0.2574,0.4094,78,0,225,1.0000,0.2574,0.4094
oluwajubelo1__otellix,303,cdxgen,64,64,0,239,1.0000,0.2112,0.3488,64,0,239,1.0000,0.2112,0.3488
oluwajubelo1__otellix,303,cyclonedx-gomod,75,75,0,228,1.0000,0.2475,0.3968,75,0,228,1.0000,0.2475,0.3968
omeid__uconfig,6,syft,3,3,0,3,1.0000,0.5000,0.6667,3,0,3,1.0000,0.5000,0.6667
omeid__uconfig,6,trivy,6,6,0,0,1.0000,1.0000,1.0000,6,0,0,1.0000,1.0000,1.0000
omeid__uconfig,6,cdxgen,2,2,0,4,1.0000,0.3333,0.5000,2,0,4,1.0000,0.3333,0.5000
omeid__uconfig,6,cyclonedx-gomod,2,2,0,4,1.0000,0.3333,0.5000,2,0,4,1.0000,0.3333,0.5000
onrik__micha,8,syft,7,7,0,1,1.0000,0.8750,0.9333,7,0,1,1.0000,0.8750,0.9333
onrik__micha,8,trivy,5,5,0,3,1.0000,0.6250,0.7692,5,0,3,1.0000,0.6250,0.7692
onrik__micha,8,cdxgen,5,5,0,3,1.0000,0.6250,0.7692,5,0,3,1.0000,0.6250,0.7692
onrik__micha,8,cyclonedx-gomod,0,0,0,8,0.0000,0.0000,0.0000,0,0,8,0.0000,0.0000,0.0000
openfga__openfga,294,syft,182,182,0,112,1.0000,0.6190,0.7647,182,0,112,1.0000,0.6190,0.7647
openfga__openfga,294,trivy,144,144,0,150,1.0000,0.4898,0.6575,144,0,150,1.0000,0.4898,0.6575
openfga__openfga,294,cdxgen,134,134,0,160,1.0000,0.4558,0.6262,134,0,160,1.0000,0.4558,0.6262
openfga__openfga,294,cyclonedx-gomod,138,138,0,156,1.0000,0.4694,0.6389,138,0,156,1.0000,0.4694,0.6389
openshift__osin,13,syft,11,11,0,2,1.0000,0.8462,0.9167,7,4,6,0.6364,0.5385,0.5833
openshift__osin,13,trivy,13,13,0,0,1.0000,1.0000,1.0000,9,4,4,0.6923,0.6923,0.6923
openshift__osin,13,cdxgen,10,10,0,3,1.0000,0.7692,0.8696,9,1,4,0.9000,0.6923,0.7826
openshift__osin,13,cyclonedx-gomod,10,10,0,3,1.0000,0.7692,0.8696,10,0,3,1.0000,0.7692,0.8696
opnlabs__dot,54,syft,44,44,0,10,1.0000,0.8148,0.8980,42,2,12,0.9545,0.7778,0.8571
opnlabs__dot,54,trivy,40,40,0,14,1.0000,0.7407,0.8511,38,2,16,0.9500,0.7037,0.8085
opnlabs__dot,54,cdxgen,29,29,0,25,1.0000,0.5370,0.6988,27,2,27,0.9310,0.5000,0.6506
opnlabs__dot,54,cyclonedx-gomod,33,33,0,21,1.0000,0.6111,0.7586,33,0,21,1.0000,0.6111,0.7586
ory__keto,486,syft,359,344,15,142,0.9582,0.7078,0.8142,321,38,165,0.8942,0.6605,0.7598
ory__keto,486,trivy,319,309,10,177,0.9687,0.6358,0.7677,301,18,185,0.9436,0.6193,0.7478
ory__keto,486,cdxgen,197,189,8,297,0.9594,0.3889,0.5534,188,9,298,0.9543,0.3868,0.5505
ory__keto,486,cyclonedx-gomod,276,276,0,210,1.0000,0.5679,0.7244,274,2,212,0.9928,0.5638,0.7192
ovh__cds,765,syft,441,406,35,359,0.9206,0.5307,0.6733,369,72,396,0.8367,0.4824,0.6119
ovh__cds,765,trivy,366,334,32,431,0.9126,0.4366,0.5906,313,53,452,0.8552,0.4092,0.5535
ovh__cds,765,cdxgen,332,318,14,447,0.9578,0.4157,0.5798,297,35,468,0.8946,0.3882,0.5415
ovh__cds,765,cyclonedx-gomod,321,316,5,449,0.9844,0.4131,0.5820,315,6,450,0.9813,0.4118,0.5801
pancsta__asyncmachine-go,552,syft,360,340,20,212,0.9444,0.6159,0.7456,329,31,223,0.9139,0.5960,0.7215
pancsta__asyncmachine-go,552,trivy,321,303,18,249,0.9439,0.5489,0.6942,295,26,257,0.9190,0.5344,0.6758
pancsta__asyncmachine-go,552,cdxgen,255,241,14,311,0.9451,0.4366,0.5973,235,20,317,0.9216,0.4257,0.5824
pancsta__asyncmachine-go,552,cyclonedx-gomod,251,251,0,301,1.0000,0.4547,0.6252,251,0,301,1.0000,0.4547,0.6252
pardnchiu__go-jwt,52,syft,42,42,0,10,1.0000,0.8077,0.8936,42,0,10,1.0000,0.8077,0.8936
pardnchiu__go-jwt,52,trivy,37,37,0,15,1.0000,0.7115,0.8315,37,0,15,1.0000,0.7115,0.8315
pardnchiu__go-jwt,52,cdxgen,20,20,0,32,1.0000,0.3846,0.5556,20,0,32,1.0000,0.3846,0.5556
pardnchiu__go-jwt,52,cyclonedx-gomod,31,31,0,21,1.0000,0.5962,0.7470,31,0,21,1.0000,0.5962,0.7470
peterh__liner,2,syft,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
peterh__liner,2,trivy,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
peterh__liner,2,cdxgen,1,1,0,1,1.0000,0.5000,0.6667,1,0,1,1.0000,0.5000,0.6667
peterh__liner,2,cyclonedx-gomod,2,2,0,0,1.0000,1.0000,1.0000,2,0,0,1.0000,1.0000,1.0000
phoenix-tui__phoenix,14,syft,44,14,30,0,0.3182,1.0000,0.4828,7,37,7,0.1591,0.5000,0.2414
phoenix-tui__phoenix,14,trivy,42,14,28,0,0.3333,1.0000,0.5000,8,34,6,0.1905,0.5714,0.2857
phoenix-tui__phoenix,14,cdxgen,14,9,5,5,0.6429,0.6429,0.6429,9,5,5,0.6429,0.6429,0.6429
phoenix-tui__phoenix,14,cyclonedx-gomod,9,9,0,5,1.0000,0.6429,0.7826,4,5,10,0.4444,0.2857,0.3478
pikoci__pikoci,290,syft,201,198,3,92,0.9851,0.6828,0.8065,177,24,113,0.8806,0.6103,0.7210
pikoci__pikoci,290,trivy,141,140,1,150,0.9929,0.4828,0.6497,118,23,172,0.8369,0.4069,0.5476
pikoci__pikoci,290,cdxgen,120,120,0,170,1.0000,0.4138,0.5854,106,14,184,0.8833,0.3655,0.5171
pikoci__pikoci,290,cyclonedx-gomod,106,106,0,184,1.0000,0.3655,0.5354,106,0,184,1.0000,0.3655,0.5354
posener__cmd,12,syft,10,10,0,2,1.0000,0.8333,0.9091,10,0,2,1.0000,0.8333,0.9091
posener__cmd,12,trivy,12,12,0,0,1.0000,1.0000,1.0000,12,0,0,1.0000,1.0000,1.0000
posener__cmd,12,cdxgen,5,5,0,7,1.0000,0.4167,0.5882,5,0,7,1.0000,0.4167,0.5882
posener__cmd,12,cyclonedx-gomod,5,5,0,7,1.0000,0.4167,0.5882,5,0,7,1.0000,0.4167,0.5882
posener__complete,8,syft,7,7,0,1,1.0000,0.8750,0.9333,7,0,1,1.0000,0.8750,0.9333
posener__complete,8,trivy,8,8,0,0,1.0000,1.0000,1.0000,8,0,0,1.0000,1.0000,1.0000
posener__complete,8,cdxgen,2,2,0,6,1.0000,0.2500,0.4000,2,0,6,1.0000,0.2500,0.4000
posener__complete,8,cyclonedx-gomod,2,2,0,6,1.0000,0.2500,0.4000,2,0,6,1.0000,0.2500,0.4000
presbrey__ollamafarm,64,syft,6,6,0,58,1.0000,0.0938,0.1714,6,0,58,1.0000,0.0938,0.1714
presbrey__ollamafarm,64,trivy,64,64,0,0,1.0000,1.0000,1.0000,63,1,1,0.9844,0.9844,0.9844
presbrey__ollamafarm,64,cdxgen,1,1,0,63,1.0000,0.0156,0.0308,1,0,63,1.0000,0.0156,0.0308
presbrey__ollamafarm,64,cyclonedx-gomod,1,1,0,63,1.0000,0.0156,0.0308,1,0,63,1.0000,0.0156,0.0308
pterm__pterm,36,syft,22,22,0,14,1.0000,0.6111,0.7586,22,0,14,1.0000,0.6111,0.7586
pterm__pterm,36,trivy,18,18,0,18,1.0000,0.5000,0.6667,18,0,18,1.0000,0.5000,0.6667
pterm__pterm,36,cdxgen,12,12,0,24,1.0000,0.3333,0.5000,12,0,24,1.0000,0.3333,0.5000
pterm__pterm,36,cyclonedx-gomod,12,12,0,24,1.0000,0.3333,0.5000,12,0,24,1.0000,0.3333,0.5000
rainu__go-command-chain,22,syft,12,12,0,10,1.0000,0.5455,0.7059,12,0,10,1.0000,0.5455,0.7059
