repo,all,imported,tool,predicted,tp_all,fp_all,fn_all,f1_all_name,f1_all_ver,tp_imp,fp_imp,fn_imp,f1_imp_name,f1_imp_ver
krotik__eliasdb,3,3,trivy,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
krotik__eliasdb,3,3,cdxgen,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
krotik__eliasdb,3,3,cyclonedx-gomod,3,3,0,0,100.0,100.0,3,0,0,100.0,100.0
kslamph__tronlib,201,17,syft,38,38,0,163,31.8,31.8,17,21,0,61.8,61.8
kslamph__tronlib,201,17,trivy,23,23,0,178,20.5,20.5,17,6,0,85.0,85.0
kslamph__tronlib,201,17,cdxgen,17,17,0,184,15.6,15.6,17,0,0,100.0,100.0
kslamph__tronlib,201,17,cyclonedx-gomod,17,17,0,184,15.6,15.6,17,0,0,100.0,100.0
ktr0731__evans,560,55,syft,222,222,0,338,56.8,55.2,55,167,0,39.7,38.3
ktr0731__evans,560,55,trivy,202,202,0,358,53.0,51.4,55,147,0,42.8,41.2
ktr0731__evans,560,55,cdxgen,55,55,0,505,17.9,17.2,55,0,0,100.0,96.4
ktr0731__evans,560,55,cyclonedx-gomod,190,190,0,370,50.7,50.7,55,135,0,44.9,44.9
kubernetes-sigs__kind,23,11,syft,408,20,388,3,9.3,7.4,11,397,0,5.3,3.8
kubernetes-sigs__kind,23,11,trivy,407,20,387,3,9.3,7.0,11,396,0,5.3,3.8
kubernetes-sigs__kind,23,11,cdxgen,402,18,384,5,8.5,7.5,11,391,0,5.3,5.3
kubernetes-sigs__kind,23,11,cyclonedx-gomod,12,12,0,11,68.6,68.6,11,1,0,95.7,95.7
kubernetes__minikube,533,222,syft,319,283,36,250,66.4,50.7,222,97,0,82.1,62.1
kubernetes__minikube,533,222,trivy,278,252,26,281,62.1,59.4,222,56,0,88.8,85.6
kubernetes__minikube,533,222,cdxgen,250,230,20,303,58.7,57.5,222,28,0,94.1,92.8
kubernetes__minikube,533,222,cyclonedx-gomod,232,232,0,301,60.7,60.7,217,15,5,95.6,95.6
kubeservice-stack__common,532,117,syft,199,199,0,333,54.4,53.6,117,82,0,74.1,72.8
kubeservice-stack__common,532,117,trivy,162,162,0,370,46.7,46.4,117,45,0,83.9,82.4
kubeservice-stack__common,532,117,cdxgen,117,117,0,415,36.1,35.4,117,0,0,100.0,99.1
kubeservice-stack__common,532,117,cyclonedx-gomod,113,113,0,419,35.0,35.0,113,0,4,98.3,97.4
kubeshark__kubeshark,350,129,syft,211,211,0,139,75.2,74.5,129,82,0,75.9,74.7
kubeshark__kubeshark,350,129,trivy,132,132,0,218,54.8,53.9,129,3,0,98.9,97.3
kubeshark__kubeshark,350,129,cdxgen,129,129,0,221,53.9,53.0,129,0,0,100.0,98.4
kubeshark__kubeshark,350,129,cyclonedx-gomod,131,131,0,219,54.5,54.5,129,2,0,99.2,99.2
kubevela__kubevela,828,284,syft,369,367,2,461,61.3,59.8,282,87,2,86.4,83.0
kubevela__kubevela,828,284,trivy,301,299,2,529,53.0,51.4,282,19,2,96.4,92.6
kubevela__kubevela,828,284,cdxgen,284,284,0,544,51.1,48.7,284,0,0,100.0,96.8
kubevela__kubevela,828,284,cyclonedx-gomod,290,288,2,540,51.5,51.5,279,11,5,97.2,95.8
kyleconroy__sqlc,88,36,syft,95,62,33,26,67.8,60.1,36,59,0,55.0,48.9
kyleconroy__sqlc,88,36,trivy,65,47,18,41,61.4,54.9,36,29,0,71.3,67.3
kyleconroy__sqlc,88,36,cdxgen,56,39,17,49,54.2,50.0,36,20,0,78.3,78.3
kyleconroy__sqlc,88,36,cyclonedx-gomod,39,39,0,49,61.4,61.4,36,3,0,96.0,96.0
kyoh86__richgo,13,7,syft,12,12,0,1,96.0,96.0,7,5,0,73.7,73.7
kyoh86__richgo,13,7,trivy,11,11,0,2,91.7,91.7,7,4,0,77.8,77.8
kyoh86__richgo,13,7,cdxgen,7,7,0,6,70.0,70.0,7,0,0,100.0,100.0
kyoh86__richgo,13,7,cyclonedx-gomod,7,7,0,6,70.0,70.0,7,0,0,100.0,100.0
kyuff__anchor,10,1,syft,6,6,0,4,75.0,75.0,1,5,0,28.6,28.6
kyuff__anchor,10,1,trivy,4,4,0,6,57.1,57.1,1,3,0,40.0,40.0
kyuff__anchor,10,1,cdxgen,1,1,0,9,18.2,18.2,1,0,0,100.0,100.0
kyuff__anchor,10,1,cyclonedx-gomod,4,4,0,6,57.1,57.1,1,3,0,40.0,40.0
labstack__echo,15,1,syft,8,8,0,7,69.6,69.6,1,7,0,22.2,22.2
labstack__echo,15,1,trivy,7,7,0,8,63.6,63.6,1,6,0,25.0,25.0
labstack__echo,15,1,cdxgen,1,1,0,14,12.5,12.5,1,0,0,100.0,100.0
labstack__echo,15,1,cyclonedx-gomod,1,1,0,14,12.5,12.5,1,0,0,100.0,100.0
labstack__gommon,11,5,syft,10,10,0,1,95.2,95.2,5,5,0,66.7,66.7
labstack__gommon,11,5,trivy,9,9,0,2,90.0,90.0,5,4,0,71.4,71.4
labstack__gommon,11,5,cdxgen,5,5,0,6,62.5,62.5,5,0,0,100.0,100.0
labstack__gommon,11,5,cyclonedx-gomod,5,5,0,6,62.5,62.5,5,0,0,100.0,100.0
lalamove__konfig,245,51,syft,104,104,0,141,59.6,57.3,51,53,0,65.8,61.9
lalamove__konfig,245,51,trivy,245,245,0,0,100.0,95.5,51,194,0,34.5,32.4
lalamove__konfig,245,51,cdxgen,51,51,0,194,34.5,32.4,51,0,0,100.0,94.1
lalamove__konfig,245,51,cyclonedx-gomod,52,52,0,193,35.0,35.0,51,1,0,99.0,99.0
lana__go-commandbus,24,4,syft,5,5,0,19,34.5,34.5,4,1,0,88.9,88.9
lana__go-commandbus,24,4,trivy,24,24,0,0,100.0,100.0,4,20,0,28.6,28.6
lana__go-commandbus,24,4,cdxgen,4,4,0,20,28.6,28.6,4,0,0,100.0,100.0
lana__go-commandbus,24,4,cyclonedx-gomod,4,4,0,20,28.6,28.6,4,0,0,100.0,100.0
lawzava__go-pg-migrate,32,5,syft,16,16,0,16,66.7,66.7,5,11,0,47.6,47.6
lawzava__go-pg-migrate,32,5,trivy,14,14,0,18,60.9,60.9,5,9,0,52.6,52.6
lawzava__go-pg-migrate,32,5,cdxgen,5,5,0,27,27.0,27.0,5,0,0,100.0,100.0
lawzava__go-pg-migrate,32,5,cyclonedx-gomod,5,5,0,27,27.0,27.0,5,0,0,100.0,100.0
lazynop__lazyenv,40,21,syft,32,32,0,8,88.9,88.9,21,11,0,79.2,79.2
lazynop__lazyenv,40,21,trivy,25,25,0,15,76.9,76.9,21,4,0,91.3,91.3
lazynop__lazyenv,40,21,cdxgen,21,21,0,19,68.9,68.9,21,0,0,100.0,100.0
lazynop__lazyenv,40,21,cyclonedx-gomod,21,21,0,19,68.9,68.9,21,0,0,100.0,100.0
leberKleber__go-mpris,7,1,syft,6,6,0,1,92.3,92.3,1,5,0,28.6,28.6
leberKleber__go-mpris,7,1,trivy,5,5,0,2,83.3,83.3,1,4,0,33.3,33.3
leberKleber__go-mpris,7,1,cdxgen,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
leberKleber__go-mpris,7,1,cyclonedx-gomod,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
leebenson__conform,16,1,syft,8,8,0,8,66.7,66.7,1,7,0,22.2,22.2
leebenson__conform,16,1,trivy,16,16,0,0,100.0,100.0,1,15,0,11.8,11.8
leebenson__conform,16,1,cdxgen,1,1,0,15,11.8,11.8,1,0,0,100.0,100.0
leebenson__conform,16,1,cyclonedx-gomod,1,1,0,15,11.8,11.8,1,0,0,100.0,100.0
leekchan__accounting,4,3,syft,4,4,0,0,100.0,100.0,3,1,0,85.7,85.7
leekchan__accounting,4,3,trivy,4,4,0,0,100.0,100.0,3,1,0,85.7,85.7
leekchan__accounting,4,3,cdxgen,3,3,0,1,85.7,85.7,3,0,0,100.0,100.0
leekchan__accounting,4,3,cyclonedx-gomod,3,3,0,1,85.7,85.7,3,0,0,100.0,100.0
leonelquinteros__gotext,8,3,syft,4,4,0,4,66.7,66.7,3,1,0,85.7,85.7
leonelquinteros__gotext,8,3,trivy,3,3,0,5,54.5,54.5,3,0,0,100.0,100.0
leonelquinteros__gotext,8,3,cdxgen,3,3,0,5,54.5,54.5,3,0,0,100.0,100.0
leonelquinteros__gotext,8,3,cyclonedx-gomod,3,3,0,5,54.5,54.5,3,0,0,100.0,100.0
leozz37__hare,4,4,syft,4,4,0,0,100.0,100.0,4,0,0,100.0,100.0
leozz37__hare,4,4,trivy,4,4,0,0,100.0,100.0,4,0,0,100.0,100.0
leozz37__hare,4,4,cdxgen,4,4,0,0,100.0,100.0,4,0,0,100.0,100.0
leozz37__hare,4,4,cyclonedx-gomod,4,4,0,0,100.0,100.0,4,0,0,100.0,100.0
leporo__sqlf,8,1,syft,7,7,0,1,93.3,93.3,1,6,0,25.0,25.0
leporo__sqlf,8,1,trivy,8,8,0,0,100.0,100.0,1,7,0,22.2,22.2
leporo__sqlf,8,1,cdxgen,1,1,0,7,22.2,22.2,1,0,0,100.0,100.0
leporo__sqlf,8,1,cyclonedx-gomod,1,1,0,7,22.2,22.2,1,0,0,100.0,100.0
lesismal__nbio,7,3,syft,3,3,0,4,60.0,60.0,3,0,0,100.0,100.0
lesismal__nbio,7,3,trivy,7,7,0,0,100.0,100.0,3,4,0,60.0,60.0
lesismal__nbio,7,3,cdxgen,3,3,0,4,60.0,60.0,3,0,0,100.0,100.0
lesismal__nbio,7,3,cyclonedx-gomod,3,3,0,4,60.0,60.0,3,0,0,100.0,100.0
lestrrat-go__jwx,20,8,syft,34,15,19,5,55.6,40.7,8,26,0,38.1,33.3
lestrrat-go__jwx,20,8,trivy,28,13,15,7,54.2,41.7,8,20,0,44.4,44.4
lestrrat-go__jwx,20,8,cdxgen,27,13,14,7,55.3,42.6,8,19,0,45.7,45.7
lestrrat-go__jwx,20,8,cyclonedx-gomod,11,11,0,9,71.0,71.0,8,3,0,84.2,84.2
levigross__grequests,14,2,syft,8,8,0,6,72.7,72.7,2,6,0,40.0,40.0
levigross__grequests,14,2,trivy,6,6,0,8,60.0,60.0,2,4,0,50.0,50.0
levigross__grequests,14,2,cdxgen,2,2,0,12,25.0,25.0,2,0,0,100.0,100.0
levigross__grequests,14,2,cyclonedx-gomod,2,2,0,12,25.0,25.0,2,0,0,100.0,100.0
lib4u__fake-useragent,5,1,syft,1,1,0,4,33.3,33.3,1,0,0,100.0,100.0
lib4u__fake-useragent,5,1,trivy,5,5,0,0,100.0,100.0,1,4,0,33.3,33.3
lib4u__fake-useragent,5,1,cdxgen,1,1,0,4,33.3,33.3,1,0,0,100.0,100.0
lib4u__fake-useragent,5,1,cyclonedx-gomod,1,1,0,4,33.3,33.3,1,0,0,100.0,100.0
libgit2__git2go,6,1,syft,4,4,0,2,80.0,80.0,1,3,0,40.0,40.0
libgit2__git2go,6,1,trivy,6,6,0,0,100.0,100.0,1,5,0,28.6,28.6
libgit2__git2go,6,1,cdxgen,1,1,0,5,28.6,28.6,1,0,0,100.0,100.0
libgit2__git2go,6,1,cyclonedx-gomod,2,2,0,4,50.0,50.0,1,1,0,66.7,66.7
liftbridge-io__liftbridge,360,64,syft,91,91,0,269,40.4,40.4,64,27,0,82.6,82.6
liftbridge-io__liftbridge,360,64,trivy,69,69,0,291,32.2,32.2,64,5,0,96.2,96.2
liftbridge-io__liftbridge,360,64,cdxgen,64,64,0,296,30.2,30.2,64,0,0,100.0,100.0
liftbridge-io__liftbridge,360,64,cyclonedx-gomod,65,65,0,295,30.6,30.6,64,1,0,99.2,99.2
lightningnetwork__lnd,522,123,syft,425,238,187,284,50.3,38.2,123,302,0,44.9,31.8
lightningnetwork__lnd,522,123,trivy,380,208,172,314,46.1,38.1,123,257,0,48.9,37.4
lightningnetwork__lnd,522,123,cdxgen,0,0,0,522,0.0,0.0,0,0,123,0.0,0.0
lightningnetwork__lnd,522,123,cyclonedx-gomod,186,185,1,337,52.3,52.0,122,64,1,79.0,78.3
limiu82214__gojmapr,11,1,syft,9,9,0,2,90.0,90.0,1,8,0,20.0,20.0
limiu82214__gojmapr,11,1,trivy,8,8,0,3,84.2,84.2,1,7,0,22.2,22.2
limiu82214__gojmapr,11,1,cdxgen,1,1,0,10,16.7,16.7,1,0,0,100.0,100.0
limiu82214__gojmapr,11,1,cyclonedx-gomod,1,1,0,10,16.7,16.7,1,0,0,100.0,100.0
lindb__lindb,482,161,syft,246,246,0,236,67.6,66.5,161,85,0,79.1,78.1
lindb__lindb,482,161,trivy,178,178,0,304,53.9,53.3,161,17,0,95.0,93.8
lindb__lindb,482,161,cdxgen,161,161,0,321,50.1,49.5,161,0,0,100.0,98.8
lindb__lindb,482,161,cyclonedx-gomod,173,173,0,309,52.8,52.8,157,16,4,94.0,94.0
lingrino__vaku,170,25,syft,82,82,0,88,65.1,64.3,25,57,0,46.7,46.7
lingrino__vaku,170,25,trivy,70,70,0,100,58.3,57.5,25,45,0,52.6,52.6
lingrino__vaku,170,25,cdxgen,25,25,0,145,25.6,25.6,25,0,0,100.0,100.0
lingrino__vaku,170,25,cyclonedx-gomod,26,26,0,144,26.5,26.5,25,1,0,98.0,98.0
linkedin__goavro,7,1,syft,6,6,0,1,92.3,92.3,1,5,0,28.6,28.6
linkedin__goavro,7,1,trivy,7,7,0,0,100.0,100.0,1,6,0,25.0,25.0
linkedin__goavro,7,1,cdxgen,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
linkedin__goavro,7,1,cyclonedx-gomod,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
linvon__cuckoo-filter,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
linvon__cuckoo-filter,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
linvon__cuckoo-filter,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
linvon__cuckoo-filter,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
linxGnu__mssqlx,13,6,syft,12,12,0,1,96.0,96.0,6,6,0,66.7,66.7
linxGnu__mssqlx,13,6,trivy,10,10,0,3,87.0,87.0,6,4,0,75.0,75.0
linxGnu__mssqlx,13,6,cdxgen,6,6,0,7,63.2,63.2,6,0,0,100.0,100.0
linxGnu__mssqlx,13,6,cyclonedx-gomod,6,6,0,7,63.2,63.2,6,0,0,100.0,100.0
liujianping__job,115,25,syft,38,38,0,77,49.7,48.4,25,13,0,79.4,79.4
liujianping__job,115,25,trivy,115,115,0,0,100.0,97.4,25,90,0,35.7,35.7
liujianping__job,115,25,cdxgen,25,25,0,90,35.7,35.7,25,0,0,100.0,100.0
liujianping__job,115,25,cyclonedx-gomod,0,0,0,115,0.0,0.0,0,0,25,0.0,0.0
liweiyi88__onedump,148,73,syft,97,96,1,52,78.4,78.4,73,24,0,85.9,85.9
liweiyi88__onedump,148,73,trivy,81,81,0,67,70.7,70.7,73,8,0,94.8,94.8
liweiyi88__onedump,148,73,cdxgen,73,73,0,75,66.1,66.1,73,0,0,100.0,100.0
liweiyi88__onedump,148,73,cyclonedx-gomod,75,75,0,73,67.3,67.3,73,2,0,98.6,98.6
llir__llvm,18,5,syft,9,8,1,10,59.3,51.9,5,4,0,71.4,71.4
llir__llvm,18,5,trivy,20,18,2,0,94.7,94.7,5,15,0,40.0,40.0
llir__llvm,18,5,cdxgen,8,7,1,11,53.8,46.2,5,3,0,76.9,76.9
llir__llvm,18,5,cyclonedx-gomod,8,8,0,10,61.5,61.5,5,3,0,76.9,76.9
lni__dragonboat,221,36,syft,50,50,0,171,36.9,36.9,36,14,0,83.7,83.7
lni__dragonboat,221,36,trivy,42,42,0,179,31.9,31.9,36,6,0,92.3,92.3
lni__dragonboat,221,36,cdxgen,36,36,0,185,28.0,28.0,36,0,0,100.0,100.0
lni__dragonboat,221,36,cyclonedx-gomod,33,33,0,188,26.0,26.0,32,1,4,92.8,92.8
logpacker__PayPal-Go-SDK,434,3,syft,246,246,0,188,72.4,72.4,3,243,0,2.4,2.4
logpacker__PayPal-Go-SDK,434,3,trivy,216,216,0,218,66.5,66.5,3,213,0,2.7,2.7
logpacker__PayPal-Go-SDK,434,3,cdxgen,3,3,0,431,1.4,1.4,3,0,0,100.0,100.0
logpacker__PayPal-Go-SDK,434,3,cyclonedx-gomod,215,215,0,219,66.3,66.3,3,212,0,2.8,2.8
lonng__nano,68,14,syft,35,35,0,33,68.0,68.0,14,21,0,57.1,57.1
lonng__nano,68,14,trivy,68,68,0,0,100.0,100.0,14,54,0,34.1,34.1
lonng__nano,68,14,cdxgen,14,14,0,54,34.1,34.1,14,0,0,100.0,100.0
lonng__nano,68,14,cyclonedx-gomod,14,14,0,54,34.1,34.1,14,0,0,100.0,100.0
loom-go__loom,8,2,syft,7,7,0,1,93.3,93.3,2,5,0,44.4,44.4
loom-go__loom,8,2,trivy,6,6,0,2,85.7,85.7,2,4,0,50.0,50.0
loom-go__loom,8,2,cdxgen,2,2,0,6,40.0,40.0,2,0,0,100.0,100.0
loom-go__loom,8,2,cyclonedx-gomod,2,2,0,6,40.0,40.0,2,0,0,100.0,100.0
loov__lensm,28,10,syft,16,16,0,12,72.7,72.7,10,6,0,76.9,76.9
loov__lensm,28,10,trivy,10,10,0,18,52.6,52.6,10,0,0,100.0,100.0
loov__lensm,28,10,cdxgen,10,10,0,18,52.6,52.6,10,0,0,100.0,100.0
loov__lensm,28,10,cyclonedx-gomod,10,10,0,18,52.6,52.6,10,0,0,100.0,100.0
lrita__numa,5,1,syft,4,4,0,1,88.9,88.9,1,3,0,40.0,40.0
lrita__numa,5,1,trivy,5,5,0,0,100.0,100.0,1,4,0,33.3,33.3
lrita__numa,5,1,cdxgen,1,1,0,4,33.3,33.3,1,0,0,100.0,100.0
lrita__numa,5,1,cyclonedx-gomod,1,1,0,4,33.3,33.3,1,0,0,100.0,100.0
lucas-clemente__quic-go,28,7,syft,21,20,1,8,81.6,81.6,7,14,0,50.0,50.0
lucas-clemente__quic-go,28,7,trivy,19,18,1,10,76.6,76.6,7,12,0,53.8,53.8
lucas-clemente__quic-go,28,7,cdxgen,7,7,0,21,40.0,40.0,7,0,0,100.0,100.0
lucas-clemente__quic-go,28,7,cyclonedx-gomod,10,10,0,18,52.6,52.6,7,3,0,82.4,82.4
lucasepe__tbd,49,21,syft,36,36,0,13,84.7,84.7,21,15,0,73.7,73.7
lucasepe__tbd,49,21,trivy,49,49,0,0,100.0,100.0,21,28,0,60.0,60.0
lucasepe__tbd,49,21,cdxgen,21,21,0,28,60.0,60.0,21,0,0,100.0,100.0
lucasepe__tbd,49,21,cyclonedx-gomod,23,23,0,26,63.9,63.9,21,2,0,95.5,95.5
luno__workflow,42,15,syft,155,31,124,11,31.5,23.4,15,140,0,17.6,16.5
luno__workflow,42,15,trivy,132,25,107,17,28.7,21.8,15,117,0,20.4,20.4
luno__workflow,42,15,cdxgen,65,22,43,20,41.1,31.8,15,50,0,37.5,37.5
luno__workflow,42,15,cyclonedx-gomod,15,15,0,27,52.6,52.6,15,0,0,100.0,100.0
luraproject__lura,61,26,syft,44,44,0,17,83.8,83.8,26,18,0,74.3,74.3
luraproject__lura,61,26,trivy,37,37,0,24,75.5,75.5,26,11,0,82.5,82.5
luraproject__lura,61,26,cdxgen,26,26,0,35,59.8,59.8,26,0,0,100.0,100.0
luraproject__lura,61,26,cyclonedx-gomod,37,37,0,24,75.5,75.5,26,11,0,82.5,82.5
lxzan__gws,7,1,syft,6,6,0,1,92.3,92.3,1,5,0,28.6,28.6
lxzan__gws,7,1,trivy,5,5,0,2,83.3,83.3,1,4,0,33.3,33.3
lxzan__gws,7,1,cdxgen,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
lxzan__gws,7,1,cyclonedx-gomod,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
lynxbase__lynxdb,232,90,syft,154,153,1,79,79.3,79.3,90,64,0,73.8,73.8
lynxbase__lynxdb,232,90,trivy,134,133,1,99,72.7,72.7,90,44,0,80.4,80.4
lynxbase__lynxdb,232,90,cdxgen,133,133,0,99,72.9,72.9,90,43,0,80.7,80.7
lynxbase__lynxdb,232,90,cyclonedx-gomod,92,92,0,140,56.8,56.8,90,2,0,98.9,98.9
m-zajac__json2go,9,3,syft,8,8,0,1,94.1,94.1,3,5,0,54.5,54.5
m-zajac__json2go,9,3,trivy,7,7,0,2,87.5,87.5,3,4,0,60.0,60.0
m-zajac__json2go,9,3,cdxgen,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
m-zajac__json2go,9,3,cyclonedx-gomod,3,3,0,6,50.0,50.0,3,0,0,100.0,100.0
m1__go-generate-password,12,2,syft,8,8,0,4,80.0,80.0,2,6,0,40.0,40.0
m1__go-generate-password,12,2,trivy,7,7,0,5,73.7,73.7,2,5,0,44.4,44.4
m1__go-generate-password,12,2,cdxgen,2,2,0,10,28.6,28.6,2,0,0,100.0,100.0
m1__go-generate-password,12,2,cyclonedx-gomod,3,3,0,9,40.0,40.0,2,1,0,80.0,80.0
maargenton__go-testpredicate,8,3,syft,4,4,0,4,66.7,66.7,3,1,0,85.7,85.7
maargenton__go-testpredicate,8,3,trivy,3,3,0,5,54.5,54.5,3,0,0,100.0,100.0
maargenton__go-testpredicate,8,3,cdxgen,3,3,0,5,54.5,54.5,3,0,0,100.0,100.0
maargenton__go-testpredicate,8,3,cyclonedx-gomod,3,3,0,5,54.5,54.5,3,0,0,100.0,100.0
madflojo__tasks,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
madflojo__tasks,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
madflojo__tasks,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
madflojo__tasks,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
mafredri__cdp,13,5,syft,9,9,0,4,81.8,81.8,5,4,0,71.4,71.4
mafredri__cdp,13,5,trivy,8,8,0,5,76.2,76.2,5,3,0,76.9,76.9
mafredri__cdp,13,5,cdxgen,5,5,0,8,55.6,55.6,5,0,0,100.0,100.0
mafredri__cdp,13,5,cyclonedx-gomod,5,5,0,8,55.6,55.6,5,0,0,100.0,100.0
mafulong__godal,180,10,syft,17,17,0,163,17.3,17.3,10,7,0,74.1,74.1
mafulong__godal,180,10,trivy,180,180,0,0,100.0,95.6,10,170,0,10.5,10.5
mafulong__godal,180,10,cdxgen,10,10,0,170,10.5,10.5,10,0,0,100.0,100.0
mafulong__godal,180,10,cyclonedx-gomod,10,10,0,170,10.5,10.5,10,0,0,100.0,100.0
maguro__pbf,38,14,syft,28,28,0,10,84.8,81.8,14,14,0,66.7,61.9
maguro__pbf,38,14,trivy,22,22,0,16,73.3,70.0,14,8,0,77.8,72.2
maguro__pbf,38,14,cdxgen,14,14,0,24,53.8,50.0,14,0,0,100.0,92.9
maguro__pbf,38,14,cyclonedx-gomod,15,15,0,23,56.6,56.6,14,1,0,96.6,96.6
mailgun__mailgun-go,77,3,syft,8,8,0,69,18.8,18.8,3,5,0,54.5,54.5
mailgun__mailgun-go,77,3,trivy,7,7,0,70,16.7,16.7,3,4,0,60.0,60.0
mailgun__mailgun-go,77,3,cdxgen,3,3,0,74,7.5,7.5,3,0,0,100.0,100.0
mailgun__mailgun-go,77,3,cyclonedx-gomod,3,3,0,74,7.5,7.5,3,0,0,100.0,100.0
mainak55512__stto,4,3,syft,4,4,0,0,100.0,100.0,3,1,0,85.7,85.7
mainak55512__stto,4,3,trivy,3,3,0,1,85.7,85.7,3,0,0,100.0,100.0
mainak55512__stto,4,3,cdxgen,3,3,0,1,85.7,85.7,3,0,0,100.0,100.0
mainak55512__stto,4,3,cyclonedx-gomod,3,3,0,1,85.7,85.7,3,0,0,100.0,100.0
malaschitz__randomForest,244,2,syft,5,5,0,239,4.0,3.2,2,3,0,57.1,57.1
malaschitz__randomForest,244,2,trivy,244,244,0,0,100.0,96.7,2,242,0,1.6,1.6
malaschitz__randomForest,244,2,cdxgen,2,2,0,242,1.6,1.6,2,0,0,100.0,100.0
malaschitz__randomForest,244,2,cyclonedx-gomod,2,2,0,242,1.6,1.6,2,0,0,100.0,100.0
mantil-io__mantil,237,85,syft,109,109,0,128,63.0,63.0,85,24,0,87.6,87.6
mantil-io__mantil,237,85,trivy,237,237,0,0,100.0,99.2,85,152,0,52.8,52.8
mantil-io__mantil,237,85,cdxgen,48,48,0,189,33.7,33.7,45,3,40,67.7,67.7
mantil-io__mantil,237,85,cyclonedx-gomod,91,91,0,146,55.5,55.5,85,6,0,96.6,96.6
manuelbcd__go-openproject,15,5,syft,11,11,0,4,84.6,84.6,5,6,0,62.5,62.5
manuelbcd__go-openproject,15,5,trivy,11,11,0,4,84.6,84.6,5,6,0,62.5,62.5
manuelbcd__go-openproject,15,5,cdxgen,5,5,0,10,50.0,50.0,5,0,0,100.0,100.0
manuelbcd__go-openproject,15,5,cyclonedx-gomod,5,5,0,10,50.0,50.0,5,0,0,100.0,100.0
mariocandela__beelzebub,68,29,syft,49,49,0,19,83.8,83.8,29,20,0,74.4,74.4
mariocandela__beelzebub,68,29,trivy,38,38,0,30,71.7,71.7,29,9,0,86.6,86.6
mariocandela__beelzebub,68,29,cdxgen,29,29,0,39,59.8,59.8,29,0,0,100.0,100.0
mariocandela__beelzebub,68,29,cyclonedx-gomod,29,29,0,39,59.8,59.8,28,1,1,96.6,96.6
mariomac__gostream,13,1,syft,6,6,0,7,63.2,63.2,1,5,0,28.6,28.6
mariomac__gostream,13,1,trivy,5,5,0,8,55.6,55.6,1,4,0,33.3,33.3
mariomac__gostream,13,1,cdxgen,5,5,0,8,55.6,55.6,1,4,0,33.3,33.3
mariomac__gostream,13,1,cyclonedx-gomod,1,1,0,12,14.3,14.3,1,0,0,100.0,100.0
markbates__goth,44,19,syft,31,31,0,13,82.7,82.7,19,12,0,76.0,76.0
markbates__goth,44,19,trivy,30,30,0,14,81.1,81.1,19,11,0,77.6,77.6
markbates__goth,44,19,cdxgen,19,19,0,25,60.3,60.3,19,0,0,100.0,100.0
markbates__goth,44,19,cyclonedx-gomod,21,21,0,23,64.6,64.6,19,2,0,95.0,95.0
markfarnan__go-canvas,7,3,syft,4,4,0,3,72.7,72.7,3,1,0,85.7,85.7
markfarnan__go-canvas,7,3,trivy,7,7,0,0,100.0,100.0,3,4,0,60.0,60.0
markfarnan__go-canvas,7,3,cdxgen,3,3,0,4,60.0,60.0,3,0,0,100.0,100.0
markfarnan__go-canvas,7,3,cyclonedx-gomod,3,3,0,4,60.0,60.0,3,0,0,100.0,100.0
markphelps__flipt,729,306,syft,415,400,15,329,69.9,60.8,306,109,0,84.9,73.5
markphelps__flipt,729,306,trivy,355,342,13,387,63.1,57.2,306,49,0,92.6,84.1
markphelps__flipt,729,306,cdxgen,0,0,0,729,0.0,0.0,0,0,306,0.0,0.0
markphelps__flipt,729,306,cyclonedx-gomod,326,326,0,403,61.8,60.7,304,22,2,96.2,94.3
marlow__marlow,2,1,syft,2,2,0,0,100.0,100.0,1,1,0,66.7,66.7
marlow__marlow,2,1,trivy,2,2,0,0,100.0,100.0,1,1,0,66.7,66.7
marlow__marlow,2,1,cdxgen,1,1,0,1,66.7,66.7,1,0,0,100.0,100.0
marlow__marlow,2,1,cyclonedx-gomod,1,1,0,1,66.7,66.7,1,0,0,100.0,100.0
marrow16__valix,16,4,syft,9,9,0,7,72.0,72.0,4,5,0,61.5,61.5
marrow16__valix,16,4,trivy,8,8,0,8,66.7,66.7,4,4,0,66.7,66.7
marrow16__valix,16,4,cdxgen,4,4,0,12,40.0,40.0,4,0,0,100.0,100.0
